Wall time,Step,Value
1485535252.6297944,7,0.6939444541931152
1485535257.3063536,20,0.69340580701828
1485535259.1626794,26,0.6936480402946472
1485535264.2868307,42,0.6912044286727905
1485535264.922683,44,0.689413845539093
1485535266.0596263,47,0.6885698437690735
1485535269.0492556,55,0.685177206993103
1485535270.3419964,58,0.6822043657302856
1485535277.3391333,73,0.646094560623169
1485535278.5917234,76,0.6423652172088623
1485535286.2989717,96,0.569070041179657
1485535289.3762183,104,0.5733586549758911
1485535291.0173545,108,0.5538516640663147
1485535299.7935042,128,0.5230467915534973
1485535305.5127537,141,0.4903070032596588
1485535309.6980066,152,0.46945920586586
1485535311.629899,157,0.518388569355011
1485535312.5462635,160,0.5159832835197449
1485535315.6842804,169,0.4686770737171173
1485535320.1697185,180,0.44383716583251953
1485535321.923007,185,0.4575361907482147
1485535322.586693,187,0.4598155617713928
1485535322.923729,188,0.48985111713409424
1485535324.3547306,192,0.495838463306427
1485535327.291327,200,0.5213770270347595
1485535330.0943415,209,0.5015589594841003
1485535331.7127676,214,0.4853239357471466
1485535335.174243,225,0.4355521500110626
1485535337.3164937,231,0.4595802426338196
1485535339.0822258,236,0.42830416560173035
1485535343.682945,251,0.4667167365550995
1485535345.4934769,257,0.4711650311946869
1485535346.9817548,262,0.48039400577545166
1485535349.250667,269,0.5039046406745911
1485535350.4968429,273,0.4297827482223511
1485535351.1598802,275,0.41866204142570496
1485535357.3700979,294,0.4051705598831177
1485535358.8185763,299,0.4044997990131378
1485535360.6697917,305,0.42014822363853455
1485535362.1324036,310,0.40600764751434326
1485535362.7278337,312,0.38322460651397705
1485535365.0467596,320,0.4137614965438843
1485535368.6608455,332,0.4446919560432434
1485535371.3145359,341,0.4381203353404999
1485535373.620054,349,0.4029076099395752
1485535378.2853284,365,0.3958377540111542
1485535379.4427397,369,0.39019668102264404
1485535382.392888,379,0.3985644280910492
1485535396.5629406,423,0.4408738613128662
1485535396.8620143,424,0.4330570697784424
1485535401.8696108,441,0.44145363569259644
1485535402.4851282,443,0.44559741020202637
1485535402.843155,444,0.45095184445381165
1485535403.7595518,447,0.4281279146671295
1485535408.1434357,462,0.4002155363559723
1485535409.0043843,465,0.4218519628047943
1485535409.2935412,466,0.4142683744430542
1485535412.226096,476,0.3903057873249054
1485535417.2125602,493,0.40904051065444946
1485535417.7954924,495,0.38917407393455505
1485535423.9346762,516,0.49830687046051025
1485535424.8082998,519,0.4947994649410248
1485535427.1320794,527,0.4498222768306732
1485535428.860942,533,0.4307060241699219
1485535429.4448364,535,0.44071975350379944
1485535430.315616,538,0.44382691383361816
1485535432.0698266,544,0.4174872934818268
1485535433.5140378,549,0.4253438413143158
1485535436.4535697,559,0.40557608008384705
1485535438.1920545,565,0.4407338798046112
1485535441.0891511,575,0.4030369818210602
1485535442.8456697,581,0.3911777436733246
1485535443.4308808,583,0.38777172565460205
1485535444.8796668,588,0.41437849402427673
1485535445.1605291,589,0.39959007501602173
1485535449.7361307,604,0.36925429105758667
1485535455.1797614,622,0.407571017742157
1485535455.7497315,624,0.42326709628105164
1485535459.2381685,636,0.4308317303657532
1485535461.270413,643,0.4073268175125122
1485535461.5639718,644,0.4084320068359375
1485535462.1473124,646,0.40557917952537537
1485535463.0892792,649,0.3906673192977905
1485535463.715274,651,0.3886704742908478
1485535467.223512,663,0.3736850619316101
1485535468.306468,666,0.3869664669036865
1485535469.5796654,670,0.3838284909725189
1485535470.5251594,673,0.4162291884422302
1485535471.4888692,676,0.37815913558006287
1485535472.690231,680,0.38320910930633545
1485535474.1791492,685,0.37219202518463135
1485535475.629205,690,0.35788390040397644
1485535492.0454712,716,0.3731801509857178
1485535493.3396032,720,0.362749844789505
1485535494.7128332,724,0.3339313864707947
1485535495.0070534,725,0.3472372889518738
1485535497.2248857,732,0.3093605935573578
1485535499.8676867,741,0.2995905578136444
1485535501.049664,745,0.3143250048160553
1485535502.189325,749,0.3010026812553406
1485535503.6588464,754,0.29074937105178833
1485535504.8130195,758,0.2773752808570862
1485535507.5865648,767,0.2891156077384949
1485535508.890466,771,0.3062951862812042
1485535509.1972277,772,0.30782338976860046
1485535509.492484,773,0.30815309286117554
1485535510.0726457,775,0.33205243945121765
1485535512.2570167,782,0.3458811938762665
1485535513.7250414,787,0.32321736216545105
1485535514.2952805,789,0.3181191086769104
1485535515.755516,794,0.3168010115623474
1485535516.3301156,796,0.31636425852775574
1485535517.4774988,800,0.32565340399742126
1485535518.6431317,804,0.31126123666763306
1485535520.4774616,810,0.3068297505378723
1485535520.7671683,811,0.32551681995391846
1485535527.642293,834,0.3089863657951355
1485535528.8174658,838,0.33274003863334656
1485535538.7805192,871,0.3238306939601898
1485535540.251469,876,0.3398878574371338
1485535540.8354862,878,0.3194180130958557
1485535542.8944829,884,0.2703954577445984
1485535545.2349317,892,0.3327674865722656
1485535547.0044243,898,0.36187076568603516
1485535548.186047,902,0.3779754042625427
1485535550.4590745,909,0.3443795442581177
1485535551.0642145,911,0.3347240686416626
1485535552.8499875,917,0.31499800086021423
1485535553.4816487,919,0.29851558804512024
1485535557.749854,933,0.27800101041793823
1485535558.0527842,934,0.277473509311676
1485535561.019233,944,0.29642370343208313
1485535561.893714,947,0.29977139830589294
1485535564.4970248,956,0.3524204194545746
1485535565.674511,960,0.3144930601119995
1485535566.815264,964,0.33916211128234863
1485535569.4296348,973,0.3380168378353119
1485535569.71466,974,0.3412471413612366
1485535571.4491045,980,0.3596029281616211
1485535571.7378833,981,0.35962173342704773
1485535573.1825316,986,0.3630431294441223
1485535576.6375945,998,0.36501723527908325
1485535578.3767903,1004,0.36039549112319946
1485535579.2593799,1007,0.3286491930484772
1485535581.898933,1016,0.32449719309806824
1485535582.7613978,1019,0.320037305355072
1485535585.0927932,1027,0.2918578088283539
1485535588.6506107,1039,0.2961272895336151
1485535590.9315403,1046,0.3289327621459961
1485535594.9844873,1059,0.35304078459739685
1485535596.8024662,1065,0.354849636554718
1485535597.7071204,1068,0.34530502557754517
1485535598.3451724,1070,0.3591316044330597
1485535599.6318104,1074,0.3539460301399231
1485535600.8368156,1078,0.3195018172264099
1485535601.4567049,1080,0.3354742228984833
1485535602.9765098,1085,0.3546612858772278
1485535603.2858188,1086,0.35360488295555115
1485535606.0367668,1095,0.34165123105049133
1485535607.8708158,1101,0.3434979319572449
1485535609.0690913,1105,0.340816468000412
1485535609.3668087,1106,0.3263601064682007
1485535612.3593504,1116,0.3358452022075653
1485535613.8712316,1121,0.351429283618927
1485535618.0847762,1135,0.33649468421936035
1485535625.0302193,1158,0.30754637718200684
1485535626.21841,1162,0.28525805473327637
1485535626.5254812,1163,0.28202131390571594
1485535626.8243623,1164,0.283099502325058
1485535632.2172203,1182,0.31027767062187195
1485535635.8031359,1194,0.345142126083374
1485535636.113944,1195,0.3372536599636078
1485535637.905088,1201,0.3423045575618744
1485535640.0129213,1208,0.3035901188850403
1485535647.7778356,1234,0.391532838344574
1485535648.384821,1236,0.3599880039691925
1485535651.383462,1246,0.3517598509788513
1485535654.660443,1257,0.31244581937789917
1485535655.5456858,1260,0.3357650339603424
1485535656.4356863,1263,0.30886927247047424
1485535662.4003747,1283,0.3007013201713562
1485535664.2367513,1289,0.2926962673664093
1485535666.3403225,1296,0.3066065013408661
1485535668.2459803,1302,0.29949069023132324
1485535671.2449608,1312,0.2641608715057373
1485535673.0395675,1318,0.32210540771484375
1485535673.9837432,1321,0.3340598940849304
1485535677.3313787,1332,0.31364706158638
1485535678.2306798,1335,0.2990766763687134
1485535679.1197383,1338,0.30363520979881287
1485535679.4251678,1339,0.2936331331729889
1485535684.9587002,1357,0.2773776352405548
1485535693.901227,1387,0.26176443696022034
1485535694.7819197,1390,0.2512170374393463
1485535695.670105,1393,0.2420305758714676
1485535695.971607,1394,0.2346879243850708
1485535710.0718682,1416,0.21245822310447693
1485535713.8429303,1428,0.25368842482566833
1485535714.448575,1430,0.25933125615119934
1485535715.6811678,1434,0.22553524374961853
1485535716.8939428,1438,0.22851577401161194
1485535718.0750434,1442,0.24072301387786865
1485535725.562228,1467,0.22768865525722504
1485535725.8729234,1468,0.24024958908557892
1485535729.1307921,1479,0.23360607028007507
1485535731.5248995,1487,0.21427197754383087
1485535732.750339,1491,0.2038361132144928
1485535733.3518944,1493,0.2194790095090866
1485535736.4726515,1503,0.22665935754776
1485535738.588169,1510,0.22776010632514954
1485535743.1948404,1525,0.23784667253494263
1485535744.4028573,1529,0.2226669043302536
1485535751.698558,1553,0.23585397005081177
1485535751.9940743,1554,0.24646584689617157
1485535756.8045073,1570,0.2685003876686096
1485535757.112763,1571,0.27387723326683044
1485535759.8323877,1580,0.26632311940193176
1485535761.6214733,1586,0.25363075733184814
1485535762.818237,1590,0.26324784755706787
1485535765.5159514,1599,0.25224149227142334
1485535767.5996256,1606,0.22840341925621033
1485535767.8912826,1607,0.21749354898929596
1485535771.7291088,1620,0.25766080617904663
1485535774.4637668,1629,0.22456756234169006
1485535775.9789507,1634,0.22793719172477722
1485535777.4640296,1639,0.2382121980190277
1485535778.3577893,1642,0.2210555076599121
1485535779.8507786,1647,0.20936094224452972
1485535780.7422822,1650,0.20311416685581207
1485535781.9490154,1654,0.20344510674476624
1485535784.3302493,1662,0.2193145602941513
1485535786.7350128,1670,0.2334214299917221
1485535788.8529792,1677,0.23746871948242188
1485535790.955988,1684,0.23570950329303741
1485535793.6824577,1693,0.26064473390579224
1485535794.893362,1697,0.2568768560886383
1485535795.199331,1698,0.24210411310195923
1485535795.5022974,1699,0.2422785609960556
1485535796.0967605,1701,0.24655276536941528
1485535797.000229,1704,0.23010876774787903
1485535799.0964828,1711,0.2569263279438019
1485535801.7815301,1720,0.25369957089424133
1485535804.9149132,1730,0.2847028970718384
1485535806.1282783,1734,0.2712899148464203
1485535806.7232673,1736,0.277706503868103
1485535807.6484413,1739,0.2897775173187256
1485535809.1585858,1744,0.27629896998405457
1485535810.1142704,1747,0.2618085741996765
1485535810.429599,1748,0.26729410886764526
1485535810.7450905,1749,0.2521745264530182
1485535816.4600925,1768,0.24735505878925323
1485535819.2000463,1777,0.2618752419948578
1485535821.0099123,1783,0.23712506890296936
1485535823.1281586,1790,0.2742057144641876
1485535823.432289,1791,0.2624956965446472
1485535826.1502604,1800,0.2863655388355255
1485535828.23264,1807,0.2588573396205902
1485535831.8367035,1819,0.30024412274360657
1485535834.544331,1828,0.29846200346946716
1485535835.7409108,1832,0.30311697721481323
1485535838.7323532,1842,0.2960963547229767
1485535839.9413178,1846,0.2807629108428955
1485535841.4557962,1851,0.2524237036705017
1485535842.652776,1855,0.25741374492645264
1485535846.5709596,1868,0.2766874134540558
1485535847.4695404,1871,0.24748897552490234
1485535849.2814155,1877,0.25622615218162537
1485535849.5790083,1878,0.2636879086494446
1485535849.883683,1879,0.2587619721889496
1485535859.9446416,1913,0.24526113271713257
1485535861.7510135,1919,0.2382821887731552
1485535866.8547647,1936,0.23740719258785248
1485535867.4502873,1938,0.2370111644268036
1485535868.0352235,1940,0.2322944700717926
1485535869.8236823,1946,0.21685516834259033
1485535870.7559621,1949,0.19956918060779572
1485535871.4250681,1951,0.20787841081619263
1485535872.3450818,1954,0.22369278967380524
1485535876.8404658,1969,0.22181707620620728
1485535877.4513617,1971,0.21065765619277954
1485535881.1088078,1983,0.2542465925216675
1485535881.4034996,1984,0.2522129714488983
1485535881.7086644,1985,0.2569258213043213
1485535887.1183355,2003,0.21018344163894653
1485535888.310234,2007,0.22896608710289001
1485535890.728485,2015,0.24621158838272095
1485535891.9221475,2019,0.22908861935138702
1485535894.9640045,2029,0.23680783808231354
1485535895.8653548,2032,0.25144869089126587
1485535896.760046,2035,0.25140437483787537
1485535897.6503687,2038,0.24442405998706818
1485535905.1642454,2062,0.23451849818229675
1485535908.8003216,2074,0.25128602981567383
1485535909.0988429,2075,0.25286081433296204
1485535910.0066853,2078,0.24356219172477722
1485535910.2977712,2079,0.2270260602235794
1485535910.9078147,2081,0.2486570030450821
1485535911.4993663,2083,0.39662718772888184
1485535912.7019749,2087,0.32589858770370483
1485535913.92123,2091,0.2920735478401184
1485535915.4177628,2096,0.2523687779903412
1485535916.0056465,2098,0.2428482174873352
1485535928.4541578,2113,0.14614640176296234
1485535937.1812642,2143,0.171774759888649
1485535938.0817122,2146,0.16835133731365204
1485535938.3816023,2147,0.18790438771247864
1485535939.5774229,2151,0.16333189606666565
1485535940.171236,2153,0.17086949944496155
1485535941.669247,2158,0.17166656255722046
1485535944.3972406,2167,0.17856021225452423
1485535946.8017411,2175,0.14988495409488678
1485535948.0083194,2179,0.1887778490781784
1485535950.9754794,2189,0.19577187299728394
1485535951.5696108,2191,0.17696186900138855
1485535952.1611674,2193,0.1765785813331604
1485535952.4551933,2194,0.18921615183353424
1485535953.7038665,2198,0.14442074298858643
1485535954.589785,2201,0.17162677645683289
1485535956.9586246,2209,0.18217012286186218
1485535958.1467733,2213,0.18202200531959534
1485535962.3204374,2227,0.18310919404029846
1485535964.1704307,2233,0.19290289282798767
1485535965.733768,2238,0.15775351226329803
1485535966.111126,2239,0.1500086486339569
1485535966.7478967,2241,0.1487661749124527
1485535967.7751167,2244,0.14128993451595306
1485535968.4364574,2246,0.17792831361293793
